Name,Area_code,Descriptio,File_name,Number,Number0,Polygon_id,Unit_id,Code,Hectares,Area,Type_code,Descript0,Type_cod0,Descript1,Longitude,Latitude
Langton By Wragby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,578,1350,46473,5477,E04005676,970.091,0,AA,CIVIL ADMINISTRATION AREA,,,"515,246.75","376,177.2"
Wragby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,579,1351,46491,5495,E04005771,709.807,0,AA,CIVIL ADMINISTRATION AREA,,,"513,915.55","377,869.7"
West Barkwith CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,588,1352,46549,5463,E04005761,365.638,0,AA,CIVIL ADMINISTRATION AREA,,,"515,615.95","380,202.6"
West Torrington CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,589,1353,46492,5496,E04005764,465.388,0,AA,CIVIL ADMINISTRATION AREA,,,"514,032.9","381,550.8"
Tattershall Thorpe CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,611,1354,45857,5315,E04005738,"1,206.908",0,AA,CIVIL ADMINISTRATION AREA,,,"521,410.75","360,211.35"
Kirkby on Bain CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,612,1355,45858,5316,E04005672,731.229,0,AA,CIVIL ADMINISTRATION AREA,,,"522,807.55","362,748.5"
Mareham Le Fen CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,613,1356,45844,5302,E04005690,924.734,0,AA,CIVIL ADMINISTRATION AREA,,,"527,467.95","359,743.55"
Haltham CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,614,1357,45861,5319,E04005653,498.835,0,AA,CIVIL ADMINISTRATION AREA,,,"525,346.25",364087
Wood Enderby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,615,1358,45867,5325,E04005769,551.386,0,AA,CIVIL ADMINISTRATION AREA,,,"528,023.75","363,174.1"
Claxby with Moorby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,616,1359,45894,5262,E04005617,666.457,0,AA,CIVIL ADMINISTRATION AREA,,,"529,612.2","364,458.55"
Gautby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,617,1360,46479,5483,E04005639,589.245,0,AA,CIVIL ADMINISTRATION AREA,,,"517,399.7","372,029.85"
Waddingworth CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,618,1361,46476,5480,E04005752,381.12,0,AA,CIVIL ADMINISTRATION AREA,,,"518,079.5","371,395.4"
Scrivelsby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,619,1362,45868,5326,E04005717,864.125,0,AA,CIVIL ADMINISTRATION AREA,,,"527,418.4","365,968.05"
Mareham on the Hill CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,620,1363,45869,5327,E04005691,805.007,0,AA,CIVIL ADMINISTRATION AREA,,,"529,119.15","368,010.8"
Thimbleby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,621,1364,46649,5385,E04005743,560.581,0,AA,CIVIL ADMINISTRATION AREA,,,"523,793.65","370,232.8"
Horncastle CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,623,1366,46646,5382,E04005665,573.87,0,AA,CIVIL ADMINISTRATION AREA,,,"525,888.2","369,221.8"
High Toynton CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,624,1367,46604,5428,E04005662,376.745,0,AA,CIVIL ADMINISTRATION AREA,,,"528,470.7","369,936.4"
Low Toynton CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,625,1368,46605,5429,E04005682,404.98,0,AA,CIVIL ADMINISTRATION AREA,,,"527,938.65","370,970.25"
Bolingbroke CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,626,1369,45892,5260,E04005604,723.723,0,AA,CIVIL ADMINISTRATION AREA,,,"534,436.95","365,256.1"
East Keal CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,627,1370,45988,5221,E04005628,782.392,0,AA,CIVIL ADMINISTRATION AREA,,,"537,840.75","363,065.55"
Toynton All Saints CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,628,1371,45989,5222,E04005746,561.878,0,AA,CIVIL ADMINISTRATION AREA,,,"539,292.7","362,702.2"
Little Steeping CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,629,1372,46053,5196,E04005680,440.661,0,AA,CIVIL ADMINISTRATION AREA,,,"543,855.5","362,482.35"
Hameringham CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,630,1373,45893,5261,E04005655,500.705,0,AA,CIVIL ADMINISTRATION AREA,,,"530,723.85","366,813.45"
Mavis Enderby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,631,1374,45889,5257,E04005695,472.522,0,AA,CIVIL ADMINISTRATION AREA,,,"535,974.35","366,780.3"
Hagworthingham CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,632,1375,45871,5329,E04005650,970.466,0,AA,CIVIL ADMINISTRATION AREA,,,"534,801.6","369,705.7"
Harrington CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,633,1376,45890,5258,E04005657,433.289,0,AA,CIVIL ADMINISTRATION AREA,,,"536,685.5","371,515.7"
Hundleby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,634,1377,45990,5223,E04005667,415.495,0,AA,CIVIL ADMINISTRATION AREA,,,"538,809.75","366,563.5"
Raithby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,635,1378,45888,5256,E04005708,360.596,0,AA,CIVIL ADMINISTRATION AREA,,,"537,572.5","367,145.15"
Spilsby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,636,1380,45985,5218,E04005728,500.38,0,AA,CIVIL ADMINISTRATION AREA,,,"540,202.2","366,067.4"
Ashby with Scremby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,637,1381,46054,5197,E04005593,958.234,0,AA,CIVIL ADMINISTRATION AREA,,,"543,450.45","367,315.5"
Aswardby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,638,1382,45887,5255,E04005595,300.478,0,AA,CIVIL ADMINISTRATION AREA,,,"537,675.95","370,408.1"
Langton By Spilsby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,639,1383,45984,5217,E04005675,746.823,0,AA,CIVIL ADMINISTRATION AREA,,,"539,158.5","371,169.35"
Partney CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,640,1384,45982,5215,E04005707,381.754,0,AA,CIVIL ADMINISTRATION AREA,,,"540,852.8","368,419.45"
Dalby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,641,1385,45983,5216,E04005625,548.895,0,AA,CIVIL ADMINISTRATION AREA,,,"541,278.55","370,913.2"
Skendleby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,642,1386,45981,5214,E04005720,645.446,0,AA,CIVIL ADMINISTRATION AREA,,,"543,395.4","370,578.15"
Minting CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,643,1387,46550,5464,E04005697,"1,050.342",0,AA,CIVIL ADMINISTRATION AREA,,,"517,295.2","374,136.45"
Hatton CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,644,1388,46480,5484,E04005658,748.078,0,AA,CIVIL ADMINISTRATION AREA,,,"517,552.5","376,271.1"
Great Sturton CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,645,1389,46553,5467,E04005647,642.733,0,AA,CIVIL ADMINISTRATION AREA,,,"521,063.7","376,571.75"
Ranby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,646,1390,46554,5468,E04005710,523.311,0,AA,CIVIL ADMINISTRATION AREA,,,"523,169.85","378,323.25"
West Ashby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,647,1391,46645,5381,E04005760,995.277,0,AA,CIVIL ADMINISTRATION AREA,,,"526,324.25","373,267.45"
Hemingby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,648,1392,46562,5388,E04005661,933.583,0,AA,CIVIL ADMINISTRATION AREA,,,"525,057.95","375,002.2"
Fulletby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,649,1393,46602,5426,E04005637,754.541,0,AA,CIVIL ADMINISTRATION AREA,,,"529,605.65","373,292.35"
Belchford CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,650,1394,46601,5425,E04005599,"1,028.43",0,AA,CIVIL ADMINISTRATION AREA,,,"529,169.6","375,714.2"
East Barkwith CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,651,1395,46472,5476,E04005627,"1,281.629",0,AA,CIVIL ADMINISTRATION AREA,,,"517,245.45","380,643.9"
Market Stainton CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,652,1396,46555,5469,E04005693,486.831,0,AA,CIVIL ADMINISTRATION AREA,,,"522,608.1","380,264.3"
Benniworth CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,653,1397,46556,5470,E04005601,"1,222.64",0,AA,CIVIL ADMINISTRATION AREA,,,"520,988.25","381,456.85"
Stenigot CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,654,1398,46517,5431,E04005729,538.446,0,AA,CIVIL ADMINISTRATION AREA,,,"525,625.05",381357
Donington on Bain CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,655,1399,46640,5376,E04005626,727.84,0,AA,CIVIL ADMINISTRATION AREA,,,"524,847.1","383,060.25"
Withcall CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,656,1400,46638,5374,E04005767,"1,030.677",0,AA,CIVIL ADMINISTRATION AREA,,,"527,629.15","383,604.75"
Hallington CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,657,1401,46637,5373,E04005652,590.17,0,AA,CIVIL ADMINISTRATION AREA,,,"529,219.3","386,046.65"
Walmsgate CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,658,1402,46020,5251,E04005756,334.161,0,AA,CIVIL ADMINISTRATION AREA,,,"536,117.4","377,893.3"
Brinkhill CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,659,1403,45886,5254,E04005607,352.906,0,AA,CIVIL ADMINISTRATION AREA,,,"537,174.75","373,582.95"
Ulceby with Fordington CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,660,1404,46599,5423,E04005750,787.069,0,AA,CIVIL ADMINISTRATION AREA,,,"542,211.4",372830
Swaby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,661,1405,45885,5253,E04005735,629.253,0,AA,CIVIL ADMINISTRATION AREA,,,"538,673.45","377,903.45"
Belleau CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,662,1406,45872,5330,E04005600,285.13,0,AA,CIVIL ADMINISTRATION AREA,,,"539,379.75","378,913.3"
Haugh CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,663,1407,45980,5213,E04005659,236.453,0,AA,CIVIL ADMINISTRATION AREA,,,"541,727.8","376,051.15"
Rigsby with Ailby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,664,1408,45978,5211,E04005713,428.611,0,AA,CIVIL ADMINISTRATION AREA,,,543124,"376,003.95"
Aby with Greenfield CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,665,1409,45874,5332,E04005588,603.727,0,AA,CIVIL ADMINISTRATION AREA,,,"542,530.35","378,466.55"
Burwell CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,666,1410,45884,5252,E04005611,827.229,0,AA,CIVIL ADMINISTRATION AREA,,,"536,132.05","380,169.7"
Raithby cum Maltby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,667,1411,46636,5372,E04005709,793.688,0,AA,CIVIL ADMINISTRATION AREA,,,"531,634.95","384,354.1"
Little Cawthorpe CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,669,1413,46600,5424,E04005679,191.02,0,AA,CIVIL ADMINISTRATION AREA,,,"535,810.4","383,222.3"
Muckton CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,670,1414,46609,5345,E04005698,436.596,0,AA,CIVIL ADMINISTRATION AREA,,,"537,804.85","381,850.35"
Authorpe CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,671,1415,46610,5346,E04005596,380.047,0,AA,CIVIL ADMINISTRATION AREA,,,"539,423.85","380,870.5"
Claythorpe CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,672,1416,45873,5331,E04005618,308.391,0,AA,CIVIL ADMINISTRATION AREA,,,"541,107.45","379,724.9"
Reston CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,673,1417,46608,5344,E04005711,836.704,0,AA,CIVIL ADMINISTRATION AREA,,,"539,542.9","383,255.9"
Little Carlton CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,674,1418,46607,5343,E04005678,382.042,0,AA,CIVIL ADMINISTRATION AREA,,,"539,346.35","385,262.5"
Firsby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,675,1419,46050,5193,E04005634,447.513,0,AA,CIVIL ADMINISTRATION AREA,,,"545,802.3","363,138.75"
Great Steeping CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,676,1420,46052,5195,E04005646,705.426,0,AA,CIVIL ADMINISTRATION AREA,,,"544,219.5","364,613.85"
Irby in the Marsh CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,677,1421,46048,5191,E04005670,310.258,0,AA,CIVIL ADMINISTRATION AREA,,,"547,042.384","363,325.35"
Bratoft CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,678,1422,45823,5949,E04005606,740.674,0,AA,CIVIL ADMINISTRATION AREA,,,"548,087.2","363,649.7"
Candlesby with Gunby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,683,1426,46049,5192,E04005613,666.583,0,AA,CIVIL ADMINISTRATION AREA,,,"546,643.15","367,003.4"
Claxby St. Andrew CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,684,1427,45977,5210,E04005616,440.134,0,AA,CIVIL ADMINISTRATION AREA,,,"544,968.8","371,701.75"
Well CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,685,1428,45976,5209,E04005757,650.333,0,AA,CIVIL ADMINISTRATION AREA,,,"544,614.2","374,046.7"
Cumberworth CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,686,1429,46037,5180,E04005624,515.194,0,AA,CIVIL ADMINISTRATION AREA,,,"550,507.95","373,443.85"
Farlesthorpe CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,687,1430,46058,5201,E04005633,435.326,0,AA,CIVIL ADMINISTRATION AREA,,,"548,003.6","374,406.45"
Alford CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,688,1431,46063,5206,E04005590,460.627,0,AA,CIVIL ADMINISTRATION AREA,,,"545,037.55","376,038.9"
Bilsby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,689,1432,46057,5200,E04005602,"1,173.464",0,AA,CIVIL ADMINISTRATION AREA,,,"548,432.1","376,470.15"
Markby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,690,1433,46059,5202,E04005692,262.587,0,AA,CIVIL ADMINISTRATION AREA,,,"549,160.05","378,914.5"
Mumby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,691,1434,46035,5178,E04005699,748.888,0,AA,CIVIL ADMINISTRATION AREA,,,"551,981.55","373,745.7"
Chapel St. Leonards CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,692,1435,46031,5174,E04005615,800.067,92.925,AA,CIVIL ADMINISTRATION AREA,,,"555,364.4","372,726.95"
Huttoft CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,693,1436,46034,5177,E04005668,"1,465.24",78.426,AA,CIVIL ADMINISTRATION AREA,,,"552,220.95",377821
Hannah cum Hagnaby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,694,1437,46060,5203,E04005656,393.94,0,AA,CIVIL ADMINISTRATION AREA,,,"549,119.25","380,219.9"
Maltby Le Marsh CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,695,1438,46062,5205,E04005688,569.594,0,AA,CIVIL ADMINISTRATION AREA,,,"547,031.5","381,981.35"
Burgh on Bain CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,699,1442,46558,5472,E04005610,647.157,0,AA,CIVIL ADMINISTRATION AREA,,,"521,576.55","386,785.85"
Welton Le Wold CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,701,1443,45970,5946,E04005759,"1,087.231",0,AA,CIVIL ADMINISTRATION AREA,,,"528,077.75","387,207.6"
North Ormsby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,705,1444,46008,5239,E04005703,692.828,0,AA,CIVIL ADMINISTRATION AREA,,,"528,266.05","392,834.4"
Wyham cum Cadeby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,706,1445,46006,5237,E04005772,605.895,0,AA,CIVIL ADMINISTRATION AREA,,,"526,874.7","394,962.1"
Ludborough CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,707,1446,46520,5434,E04005683,874.875,0,AA,CIVIL ADMINISTRATION AREA,,,"529,521.6","396,077.5"
Grainsby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,708,1447,46529,5443,E04005643,473.098,0,AA,CIVIL ADMINISTRATION AREA,,,"528,427.95","399,169.8"
Waithe CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,709,1448,46531,5445,E04005755,303.544,0,AA,CIVIL ADMINISTRATION AREA,,,"528,682.35","400,255.5"
Stewton CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,713,1451,46612,5348,E04005730,416.554,0,AA,CIVIL ADMINISTRATION AREA,,,"536,033.05","386,687.55"
Fotherby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,714,1452,46628,5364,E04005635,542.611,0,AA,CIVIL ADMINISTRATION AREA,,,"530,775.45","391,795.6"
Brackenborough with Little Grimsby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,715,1453,46635,5371,E04005605,630.943,0,AA,CIVIL ADMINISTRATION AREA,,,"532,917.4","391,550.1"
Alvingham CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,716,1454,46620,5356,E04005591,724.378,0,AA,CIVIL ADMINISTRATION AREA,,,"536,053.05","391,953.25"
Grimoldby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,717,1455,46616,5352,E04005649,750.921,0,AA,CIVIL ADMINISTRATION AREA,,,"539,544.75","388,530.85"
North Cockerington CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,718,1456,46613,5349,E04005702,708.179,0,AA,CIVIL ADMINISTRATION AREA,,,"537,765.95","391,031.35"
Utterby CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,719,1457,46627,5363,E04005751,639.658,0,AA,CIVIL ADMINISTRATION AREA,,,"531,090.6","393,984.35"
Yarburgh CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,720,1458,46621,5357,E04005773,537.104,0,AA,CIVIL ADMINISTRATION AREA,,,"535,515.6","392,954.75"
Covenham St. Mary CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,721,1459,46625,5361,E04005622,394.27,0,AA,CIVIL ADMINISTRATION AREA,,,"534,798.7","394,455.9"
Covenham St. Bartholomew CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,722,1460,46626,5362,E04005621,528.313,0,AA,CIVIL ADMINISTRATION AREA,,,"534,046.5","395,448.35"
Conisholme CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,723,1461,46619,5355,E04005620,501.386,0,AA,CIVIL ADMINISTRATION AREA,,,"539,116.35","394,174.05"
Holton Le Clay CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,724,1463,46527,5442,E04005664,613.524,0,AA,CIVIL ADMINISTRATION AREA,,,"528,940.75","402,454.8"
Theddlethorpe St. Helen CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,726,1464,45876,5334,E04005742,998.635,67.896,AA,CIVIL ADMINISTRATION AREA,,,"547,573.35","387,594.95"
Skidbrooke with Saltfleet Haven CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,727,1465,46001,5234,E04005721,"1,506.877",286.527,AA,CIVIL ADMINISTRATION AREA,,,"544,952.7","394,086.7"
Langton CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,760,1466,46650,5386,E04005674,281.645,0,AA,CIVIL ADMINISTRATION AREA,,,"523,338.75","368,497.6"
Sausthorpe CP,CPC,Civil Parish or Community,LINCOLNSHIRE_COUNTY,761,1467,45991,5224,E04005715,303.206,0,AA,CIVIL ADMINISTRATION AREA,,,"538,559.8","369,001.2"
,NCP,Non-Civil Parish or Community,LINCOLNSHIRE_COUNTY,107,1494,0,0,,"3,569.019",0,FA,FILLER AREA,,,"496,346.95","370,250.6"
Raynham CP,CPC,Civil Parish or Community,NORFOLK_COUNTY,312,833,47878,7025,E04006460,"1,675.212",0,AA,CIVIL ADMINISTRATION AREA,,,"586,508.6","325,273.7"
Helhoughton CP,CPC,Civil Parish or Community,NORFOLK_COUNTY,313,834,47761,7173,E04006423,683.359,0,AA,CIVIL ADMINISTRATION AREA,,,"585,051.85","326,346.95"
Dunton CP,CPC,Civil Parish or Community,NORFOLK_COUNTY,315,835,47828,7065,E04006407,"1,555.071",0,AA,CIVIL ADMINISTRATION AREA,,,588863,"329,318.3"
Ryburgh CP,CPC,Civil Parish or Community,NORFOLK_COUNTY,316,836,47796,7117,E04006463,"1,003.809",0,AA,CIVIL ADMINISTRATION AREA,,,"595,599.15","327,628.05"
Sculthorpe CP,CPC,Civil Parish or Community,NORFOLK_COUNTY,320,837,47829,7066,E04006466,851.688,0,AA,CIVIL ADMINISTRATION AREA,,,"589,691.5","331,551.5"
Kettlestone CP,CPC,Civil Parish or Community,NORFOLK_COUNTY,321,838,47825,7062,E04006440,755.234,0,AA,CIVIL ADMINISTRATION AREA,,,"596,097.25","330,967.4"
Barsham CP,CPC,Civil Parish or Community,NORFOLK_COUNTY,322,839,47786,7107,E04006391,"1,940.295",0,AA,CIVIL ADMINISTRATION AREA,,,"591,024.3","334,332.6"
Walsingham CP,CPC,Civil Parish or Community,NORFOLK_COUNTY,323,840,47832,7069,E04006493,"1,897.504",0,AA,CIVIL ADMINISTRATION AREA,,,"591,912.35","337,282.4"
Great Snoring CP,CPC,Civil Parish or Community,NORFOLK_COUNTY,324,841,47821,7058,E04006418,684.738,0,AA,CIVIL ADMINISTRATION AREA,,,"594,818.3","333,977.25"
Holkham CP,CPC,Civil Parish or Community,NORFOLK_COUNTY,334,842,48108,7242,E04006430,"2,372.862",152.705,AA,CIVIL ADMINISTRATION AREA,,,"588,666.35","342,201.8"
Wighton CP,CPC,Civil Parish or Community,NORFOLK_COUNTY,335,843,47784,7105,E04006500,"1,193.489",0,AA,CIVIL ADMINISTRATION AREA,,,"592,458.25","339,801.35"
Binham CP,CPC,Civil Parish or Community,NORFOLK_COUNTY,336,844,47833,7070,E04006394,"1,152.195",0,AA,CIVIL ADMINISTRATION AREA,,,"597,436.8","340,996.2"
Wells-Next-the-Sea CP,CPC,Civil Parish or Community,NORFOLK_COUNTY,338,845,47782,7103,E04006495,"1,531.333",447.909,AA,CIVIL ADMINISTRATION AREA,,,"591,711.8","344,049.95"
Warham CP,CPC,Civil Parish or Community,NORFOLK_COUNTY,339,846,47779,7101,E04006494,"1,838.64",517.839,AA,CIVIL ADMINISTRATION AREA,,,"594,298.1","343,785.2"
Stiffkey CP,CPC,Civil Parish or Community,NORFOLK_COUNTY,340,847,47780,7102,E04006476,"1,351.435",477.425,AA,CIVIL ADMINISTRATION AREA,,,"597,499.65","343,916.2"
Stibbard CP,CPC,Civil Parish or Community,NORFOLK_COUNTY,365,848,47888,7035,E04006475,667.979,0,AA,CIVIL ADMINISTRATION AREA,,,"598,538.2","327,460.15"
Fulmodeston CP,CPC,Civil Parish or Community,NORFOLK_COUNTY,367,849,47892,7039,E04006416,"1,504.138",0,AA,CIVIL ADMINISTRATION AREA,,,"598,969.95","330,929.2"
Wood Norton CP,CPC,Civil Parish or Community,NORFOLK_COUNTY,368,850,47889,7036,E04006503,699.342,0,AA,CIVIL ADMINISTRATION AREA,,,"601,781.8","328,527.2"
Hindringham CP,CPC,Civil Parish or Community,NORFOLK_COUNTY,369,851,47820,7057,E04006429,"1,371.878",0,AA,CIVIL ADMINISTRATION AREA,,,"597,693.55","337,002.45"
Briston CP,CPC,Civil Parish or Community,NORFOLK_COUNTY,371,853,47901,7048,E04006399,"1,196.326",0,AA,CIVIL ADMINISTRATION AREA,,,"607,085.95","332,163.65"
Edgefield CP,CPC,Civil Parish or Community,NORFOLK_COUNTY,372,854,47394,6641,E04006410,"1,006.711",0,AA,CIVIL ADMINISTRATION AREA,,,609234,"334,872.4"
Corpusty and Saxthorpe CP,CPC,Civil Parish or Community,NORFOLK_COUNTY,376,855,47395,6642,E04006404,"1,273.233",0,AA,CIVIL ADMINISTRATION AREA,,,"611,303.65","330,885.15"
Itteringham CP,CPC,Civil Parish or Community,NORFOLK_COUNTY,377,856,47383,6630,E04006438,819.887,0,AA,CIVIL ADMINISTRATION AREA,,,"614,691.55","331,045.45"
Erpingham CP,CPC,Civil Parish or Community,NORFOLK_COUNTY,378,857,47386,6633,E04006411,"1,008.364",0,AA,CIVIL ADMINISTRATION AREA,,,"618,975.55","331,388.65"
Colby CP,CPC,Civil Parish or Community,NORFOLK_COUNTY,380,859,47359,6606,E04006403,833.815,0,AA,CIVIL ADMINISTRATION AREA,,,"622,158.25","330,597.35"
Aldborough & Thurgarton CP,CPC,Civil Parish or Community,NORFOLK_COUNTY,381,860,47388,6635,E04006385,714.706,0,AA,CIVIL ADMINISTRATION AREA,,,"617,690.05","335,014.25"
Sustead CP,CPC,Civil Parish or Community,NORFOLK_COUNTY,382,861,47378,6625,E04006479,683.59,0,AA,CIVIL ADMINISTRATION AREA,,,"618,395.65","336,969.45"
Hanworth CP,CPC,Civil Parish or Community,NORFOLK_COUNTY,383,862,47360,6607,E04006421,873.775,0,AA,CIVIL ADMINISTRATION AREA,,,"621,776.8","334,551.8"
Hoveton CP,CPC,Civil Parish or Community,NORFOLK_COUNTY,391,863,47454,6526,E04006435,"1,020.23",11.021,AA,CIVIL ADMINISTRATION AREA,,,"631,773.3","318,235.7"
Horning CP,CPC,Civil Parish or Community,NORFOLK_COUNTY,393,865,47452,6520,E04006433,"1,104.218",31.762,AA,CIVIL ADMINISTRATION AREA,,,636637,"316,864.35"
Barton Turf CP,CPC,Civil Parish or Community,NORFOLK_COUNTY,395,867,47462,6529,E04006392,"1,085.674",2.083,AA,CIVIL ADMINISTRATION AREA,,,635379,321086
Ludham CP,CPC,Civil Parish or Community,NORFOLK_COUNTY,399,868,47449,6518,E04006447,"1,218.501",13.038,AA,CIVIL ADMINISTRATION AREA,,,"638,813.1","318,482.9"
